,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Kinston,90,US,1574159125,93,35.26,-77.58,46.4,4.76
376,Brigantine,90,US,1574159125,87,39.41,-74.36,44.01,4.94
377,Chibombo,35,ZM,1574159125,38,-14.68,28.09,88.81,5.12
378,Benghazi,0,LY,1574159001,63,32.12,20.07,71.85,18.52
379,Psyzh,0,RU,1574159125,6,44.24,42.02,48.0,5.99
380,Ventersburg,0,ZA,1574159125,24,-28.08,27.14,87.06,15.57
381,Danielskuil,91,ZA,1574159125,11,-28.19,23.54,83.75,12.03
382,Black River,40,JM,1574159125,88,18.03,-77.85,80.01,2.24
383,Santo Tirso,75,PT,1574159125,100,41.34,-8.48,51.01,9.17
384,Bhuj,100,IN,1574159043,26,23.25,69.67,83.75,1.81
385,Meulaboh,30,ID,1574159125,71,4.14,96.13,82.15,7.2
386,Umm Lajj,0,SA,1574159125,25,25.02,37.27,81.64,3.18
387,Caxito,90,BR,1574159125,94,-22.65,-42.51,71.6,10.29
388,Khaniotis,92,GR,1574159125,99,40.0,23.58,66.0,10.18
389,Gualeguaychu,0,AR,1574159125,65,-33.01,-58.51,73.99,4.92
390,Tibati,39,CM,1574159125,31,6.47,12.63,88.02,2.19
391,Alvorada,96,BR,1574159125,88,-30.0,-51.08,71.01,4.7
392,Sompeta,0,IN,1574159125,59,18.93,84.6,81.01,6.89
393,Kindu,74,CD,1574159125,67,-2.95,25.92,82.29,2.95
394,Manacapuru,75,BR,1574159125,94,-3.3,-60.62,77.0,3.36
395,Destin,1,US,1574159107,76,30.39,-86.5,50.0,5.82
396,Benevides,40,BR,1574159126,94,-1.36,-48.25,77.0,2.24
397,Saint-Georges,100,CA,1574159126,79,46.12,-70.67,30.0,1.01
398,Muana,81,BR,1574159126,85,-1.53,-49.22,78.22,7.02
399,Bosaso,20,SO,1574159126,78,11.28,49.18,82.4,18.34
400,Ghanzi,62,BW,1574159126,27,-21.7,21.65,93.09,16.64
401,Bam,100,IR,1574159101,18,29.11,58.36,71.35,6.8
402,Saint-Francois,71,FR,1574159126,91,46.42,3.91,43.0,1.01
403,Nouadhibou,8,MR,1574159126,24,20.93,-17.03,71.6,14.99
404,Fort Oglethorpe,40,US,1574159126,93,34.95,-85.24,44.6,1.01
405,Santa Rosa,5,AR,1574158845,46,-36.62,-64.29,55.44,9.26
406,Uribia,0,CO,1574159126,94,11.71,-72.27,71.06,2.62
407,Kiryas Joel,90,US,1574159126,100,41.34,-74.17,42.01,0.51
408,Santiago de Compostela,75,ES,1574159126,93,42.88,-8.55,51.01,4.7
409,Tabas,70,IR,1574159126,31,33.6,56.92,64.4,4.7
410,Somerset East,88,ZA,1574159126,41,-32.72,25.59,64.02,10.74
411,Ujjain,83,IN,1574159127,42,23.17,75.79,86.0,5.82
412,Bull Savanna,89,JM,1574159127,93,17.89,-77.59,70.63,1.21
413,Tuglui,75,RO,1574159127,93,44.18,23.82,55.99,4.7
414,Uyuni,50,BO,1574159127,55,-20.46,-66.82,47.77,10.8
415,Alenquer,75,BR,1574159127,94,-1.95,-54.74,75.2,2.24
416,Vredendal,0,ZA,1574159127,32,-31.68,18.49,72.1,7.0
417,Rusape,100,ZW,1574159127,37,-18.53,32.12,83.59,9.91
418,Mulchen,39,CL,1574159127,63,-37.72,-72.23,49.19,2.82
419,La Asuncion,99,AR,1574159127,56,-26.05,-65.39,64.36,2.13
420,Sokoni,97,CD,1574159127,72,-12.89,28.78,77.56,3.22
421,Porto Novo,75,BR,1574159127,82,-23.68,-45.44,68.0,3.36
422,Tres Pontas,96,BR,1574159127,94,-21.37,-45.51,65.5,4.88
423,Puerto Ayacucho,86,CO,1574159127,92,5.66,-67.63,71.74,1.5
424,Mitha Tiwana,85,PK,1574159127,15,32.24,72.11,80.31,4.94
425,Guayaramerin,100,BO,1574159127,98,-10.82,-65.36,72.14,1.7
426,Santo Antonio do Ica,100,BR,1574159128,95,-3.1,-67.94,73.29,1.9
427,La Macarena,58,CO,1574159128,99,2.18,-73.79,69.73,1.45
428,Srikakulam,2,IN,1574158993,61,18.29,83.89,82.6,10.71
429,Raisen,23,IN,1574159128,34,23.33,77.78,82.4,4.7
430,Manyana,75,AU,1574159128,72,-35.26,150.51,66.99,11.41
431,Mariel,5,CU,1574159128,100,22.99,-82.75,57.2,5.08
432,Shetpe,22,KZ,1574159128,29,44.14,52.16,47.14,4.5
433,Chillicothe,90,US,1574159128,100,39.33,-82.98,41.0,3.36
434,Nalut,0,LY,1574159128,48,31.86,10.98,60.17,2.55
435,Weligama,100,LK,1574159128,76,5.97,80.42,83.82,8.52
436,Khor,100,RU,1574159128,94,47.88,134.96,8.47,9.84
437,Porto de Moz,100,BR,1574159128,98,-1.75,-52.24,73.98,3.87
438,La Oroya,94,PE,1574159128,86,-11.52,-75.9,37.38,3.98
439,Kasongo-Lunda,100,CD,1574159128,64,-6.48,16.82,79.16,1.5
440,Kantunilkin,20,MX,1574159128,93,21.1,-87.49,60.8,4.7
441,Biltine,37,TD,1574159128,8,14.53,20.93,93.63,12.97
442,Sao Jose da Coroa Grande,100,BR,1574159128,74,-8.9,-35.15,79.48,14.9
443,Presidencia Roque Saenz Pena,0,AR,1574159129,73,-26.79,-60.44,70.5,5.66
444,Maputo,75,MZ,1574159129,55,-25.97,32.57,89.6,18.34
445,Rocha,17,UY,1574159129,92,-34.48,-54.34,64.98,0.22
446,Sal Rei,75,CV,1574159129,73,16.18,-22.92,77.0,20.8
447,Oranjestad,20,AW,1574159129,83,12.52,-70.03,78.8,5.82
448,Comodoro Rivadavia,100,AR,1574159129,45,-45.87,-67.48,62.6,14.99
449,Sikonge,90,TZ,1574159129,88,-5.63,32.75,69.8,9.17
450,Cururupu,23,BR,1574159129,98,-1.82,-44.87,72.63,0.87
451,Opuwo,32,NA,1574159129,9,-18.06,13.84,79.88,7.56
452,Iglesias,40,ES,1574159129,93,42.3,-3.99,39.99,3.36
453,Le Port,0,FR,1574159129,55,42.87,1.37,46.0,1.23
454,Uarini,100,BR,1574159129,99,-2.98,-65.16,73.51,1.95
455,Mundgod,40,IN,1574159129,48,14.97,75.04,86.0,3.36
456,Makueni,85,KE,1574159129,63,-1.8,37.62,77.54,6.87
457,Batticaloa,94,LK,1574159129,64,7.71,81.69,86.22,7.54
458,Miraflores,40,PE,1574159129,43,-16.39,-71.52,55.4,3.36
459,Wilmington,90,US,1574159130,93,39.75,-75.55,42.01,3.36
460,Manthani,0,IN,1574159130,52,18.65,79.67,83.86,4.76
461,Guanica,0,PR,1574159130,79,17.97,-66.91,78.01,3.58
462,Sumbe,75,AO,1574159130,65,-11.2,13.84,86.0,10.29
463,Impfondo,100,CD,1574159130,96,1.62,18.06,73.0,3.69
464,Galle,100,GN,1574159130,78,10.08,-12.83,78.15,0.94
465,Muros,75,ES,1574159130,93,42.77,-9.06,54.0,4.7
466,Buraydah,75,SA,1574159130,100,26.33,43.97,57.2,16.11
467,Ongandjera,46,NA,1574159130,11,-17.88,15.07,79.92,3.85
468,Chazuta,100,PE,1574159130,85,-6.57,-76.13,71.31,3.13
469,Bara,0,NG,1574159130,21,10.41,10.6,91.69,1.66
470,Gat,94,SN,1574159130,39,14.69,-16.54,82.4,4.7
471,Balkanabat,41,TM,1574159130,22,39.51,54.36,53.26,4.68
472,Geraldton,90,CA,1574159130,98,49.72,-86.95,32.0,4.7
473,Balsas,83,BR,1574159130,82,-7.53,-46.04,74.37,1.88
474,Upata,9,VE,1574159130,96,8.02,-62.41,70.12,3.56
475,Mikhaylovka,2,RU,1574159130,82,52.96,103.29,8.4,5.06
476,Nurobod,94,UZ,1574159130,43,40.91,69.8,55.4,4.7
477,Baherden,14,TM,1574159130,20,38.44,57.43,56.84,5.01
478,Halifax,90,CA,1574159128,100,44.65,-63.58,42.01,14.99
479,Manavalakurichi,75,IN,1574159131,79,8.13,77.3,84.2,5.82
480,Narasannapeta,2,IN,1574159131,61,18.42,84.04,82.6,10.71
481,Beruwala,83,LK,1574159131,68,6.48,79.98,85.05,7.7
482,Shahr-e Babak,100,IR,1574159131,54,30.12,55.12,57.7,16.46
483,Zanjan,90,IR,1574159131,90,36.67,48.48,32.0,6.93
484,Sao Paulo de Olivenca,100,BR,1574159131,97,-3.38,-68.87,73.15,1.66
485,Virginia Beach,90,US,1574159070,100,36.85,-75.98,46.99,3.36
486,Punto Fijo,39,VE,1574159131,75,11.69,-70.21,78.24,5.19
487,Horizonte,75,BR,1574159131,78,-4.1,-38.5,86.0,18.34
488,Gaur,78,NP,1574159131,37,26.77,85.27,80.22,5.39
489,Contamana,100,PE,1574159131,84,-7.35,-75.01,72.57,2.3
490,Kaabong,69,UG,1574159131,37,3.51,34.14,81.63,14.03
491,Cap Malheureux,40,MU,1574159131,70,-19.98,57.61,84.2,8.05
492,Mahibadhoo,50,MV,1574159131,71,3.78,72.97,83.23,5.66
493,Balotra,100,IN,1574159131,33,25.83,72.24,81.54,2.35
494,Cabedelo,75,BR,1574159131,74,-6.97,-34.84,80.6,13.87
495,Vondrozo,66,MG,1574159131,63,-22.82,47.32,88.2,4.32
496,Quime,57,BO,1574159131,89,-16.98,-67.22,48.11,0.83
497,Jutai,78,BR,1574159131,98,-1.71,-47.89,72.19,2.44
498,Remanso,0,BR,1574159131,74,-9.62,-42.08,72.77,12.84
499,Savannah Bight,44,HN,1574159131,63,16.45,-85.85,79.07,11.61
500,Gamba,0,CN,1574159132,19,28.28,88.52,34.7,4.41
501,Tabou,98,CI,1574159132,82,4.42,-7.36,82.18,1.61
502,Nisia Floresta,75,BR,1574159132,69,-6.09,-35.21,80.6,10.29
503,Santa Lucia,40,IT,1574159132,72,41.98,12.66,63.0,12.75
504,Alghero,40,IT,1574159132,67,40.56,8.32,57.2,9.17
505,Clearwater,75,US,1574158993,100,27.97,-82.8,66.99,15.61
506,Los Llanos de Aridane,20,ES,1574159132,60,28.66,-17.92,69.8,4.7
507,Maxixe,40,MZ,1574159132,70,-23.86,35.35,87.8,23.04
508,Ugoofaaru,1,MV,1574159132,69,5.67,73.0,83.41,4.36
509,Necochea,0,AR,1574159132,97,-38.55,-58.74,57.0,4.61
510,Freeport,95,BS,1574159132,61,26.54,-78.7,72.84,12.8
511,Nassau,75,AT,1574159132,87,46.81,15.34,52.0,2.24
512,Cockburn Town,33,TC,1574158833,75,21.46,-71.14,81.19,11.27
513,Oudtshoorn,1,ZA,1574159132,55,-33.59,22.2,66.2,14.99
514,Lamu,92,CN,1574159132,31,35.77,102.37,31.82,5.79
515,Ankara,0,TR,1574159006,66,39.92,32.85,55.4,5.82
516,Valparaiso,90,US,1574159053,74,41.47,-87.06,37.99,3.36
517,Nantucket,90,US,1574159132,87,41.28,-70.1,45.0,6.93
518,Puerto Rico,87,CO,1574159132,97,1.91,-75.15,67.66,2.08
519,Denia,0,ES,1574159132,44,38.84,0.11,55.99,5.99
520,Carahue,100,CL,1574159133,93,-38.71,-73.16,44.6,2.24
521,Marienburg,75,DE,1574159133,87,52.12,9.98,45.0,10.29
522,Karagach,20,RU,1574159133,75,43.81,43.77,41.0,4.47
523,Jilib,23,SO,1574159133,45,0.49,42.79,94.62,9.66
524,Phalodi,41,IN,1574159133,29,27.13,72.36,78.89,0.38
525,Varkkallai,75,IN,1574159133,79,8.73,76.71,84.2,5.82
526,Isiro,10,CD,1574159133,88,2.77,27.62,79.75,1.72
527,Ipu,54,BR,1574159133,78,-4.32,-40.71,74.1,0.4
528,Nurota,71,UZ,1574159133,26,40.56,65.69,59.0,6.93
529,Tiznit,11,MA,1574159133,73,29.7,-9.73,55.06,4.21
530,Oliveira dos Brejinhos,72,BR,1574159133,76,-12.32,-42.89,69.62,6.55
531,Irpa Irpa,20,BO,1574159133,54,-17.72,-66.29,57.2,4.7
532,Gilgit,68,PK,1574159133,52,35.92,74.31,26.24,1.74
533,Pimenteiras,75,BR,1574159133,72,-6.24,-41.42,74.71,2.57
534,Lucea,40,JM,1574159133,88,18.44,-78.17,80.01,2.24
535,Mafeteng,40,LS,1574159134,16,-29.82,27.24,84.2,17.22
536,Lagos,40,NG,1574158894,79,6.46,3.39,86.0,4.7
537,Khorixas,29,NA,1574159134,16,-20.37,14.96,79.5,5.03
538,Vrede,89,ZA,1574159134,35,-27.43,29.16,79.41,13.33
539,Almunecar,100,ES,1574159106,75,36.73,-3.69,60.01,3.36
540,Palmares do Sul,100,BR,1574159134,80,-30.26,-50.51,67.71,11.63
541,Artyom,100,RU,1574159134,51,43.36,132.19,14.0,4.47
542,Amalapuram,20,IN,1574159134,74,16.58,82.0,87.8,8.05
543,Chalchuapa,19,SV,1574159134,94,13.99,-89.68,60.73,2.71
544,Katete,67,UG,1574159134,50,-0.78,29.75,75.31,5.77
545,Kayseri,0,TR,1574159134,40,38.73,35.48,53.6,1.12
546,Maues,87,BR,1574159134,98,-3.38,-57.72,71.51,1.81
547,Santa Maria,90,BR,1574159134,88,-16.02,-48.01,69.8,6.93
548,Riyadh,90,SA,1574158934,93,24.63,46.72,59.0,11.41
549,Sao Raimundo das Mangabeiras,100,BR,1574159134,85,-7.02,-45.48,73.99,0.56
550,Erie,90,US,1574159038,80,42.13,-80.09,34.0,3.36
551,De Aar,0,ZA,1574159134,7,-30.65,24.01,78.71,14.27
552,Puerto El Triunfo,5,SV,1574159134,69,13.27,-88.55,73.4,6.93
553,Cauquenes,32,CL,1574159134,53,-35.97,-72.32,54.46,3.83
554,Hoima,0,UG,1574159134,69,1.43,31.35,80.28,2.17
555,Mahon,20,IE,1574159135,87,51.89,-8.4,46.0,8.05
556,Malabo,0,CD,1574159135,67,1.56,30.43,78.33,2.91
557,Taywarah,94,AF,1574159135,20,33.35,64.42,46.63,4.23
558,Darnah,0,LY,1574159135,75,32.77,22.64,70.88,14.54
559,Am Timan,53,TD,1574159135,13,11.04,20.28,93.18,7.11
560,Tamboril,94,BR,1574158984,77,-4.83,-40.32,74.23,3.36
561,Benguela,40,AO,1574159135,69,-12.58,13.4,82.4,11.41
562,Caetite,98,BR,1574159135,88,-14.07,-42.48,63.84,12.08
563,Pemba,75,MZ,1574159135,74,-12.97,40.52,87.8,13.87
564,Hillsborough,1,US,1574159135,81,37.57,-122.38,60.01,15.19
565,Xanlar,20,AZ,1574159135,49,40.56,46.33,55.4,4.7
566,Santa Rita,75,BR,1574159135,74,-7.13,-34.98,80.6,13.87
567,Paita,66,PE,1574159135,92,-5.09,-81.11,62.11,6.96
568,Beberibe,75,BR,1574159135,78,-4.18,-38.13,86.0,18.34
569,Oxapampa,91,PE,1574159135,91,-10.58,-75.4,48.69,5.01
570,Mizdah,0,LY,1574159136,69,31.45,12.98,58.21,10.09
571,Pesaro,75,IT,1574159136,76,43.91,12.91,59.0,2.24
572,Nizwa,0,OM,1574159136,42,22.93,57.53,76.15,6.98
573,Tarauaca,100,BR,1574159136,97,-8.16,-70.77,72.57,0.63
574,Toccoa,90,US,1574159136,93,34.58,-83.33,48.0,3.29
575,Onda,0,ES,1574159136,50,39.96,-0.26,57.2,6.93
576,Mananjary,18,MG,1574159136,53,-19.16,46.8,79.75,4.83
577,Marawi,100,PH,1574159136,81,8.0,124.29,82.99,3.0
578,Jojoima,100,SL,1574159136,89,7.88,-10.79,78.15,0.27
579,San Ramon,100,NI,1574159136,96,12.92,-85.84,61.54,3.74
580,Bhadasar,0,IN,1574159136,24,28.3,74.31,80.28,7.27
581,Puerto Carreno,100,CO,1574159136,87,6.19,-67.49,75.25,2.35
582,Beloha,0,MG,1574159136,37,-25.17,45.06,94.69,0.38
583,Inirida,92,CO,1574159136,89,3.87,-67.92,72.77,2.64
584,Dhidhdhoo,89,MV,1574159136,73,6.88,73.1,82.85,5.99
585,Syracuse,90,US,1574159136,91,43.05,-76.15,35.6,3.91
586,Olot,0,ES,1574159136,66,42.18,2.49,55.0,1.12
587,Arroyo,75,BO,1574159136,100,-11.08,-66.08,73.4,2.06
588,Viedma,99,AR,1574159137,51,-40.81,-62.99,56.05,12.35
589,Okitipupa,100,NG,1574159137,63,6.5,4.78,88.36,2.62
590,Soyo,20,AO,1574159137,70,-6.13,12.37,86.0,9.17
591,Carnarvon,51,ZA,1574159137,16,-30.97,22.13,70.99,6.11
592,Cordoba,100,AR,1574159137,44,-27.78,-67.24,78.31,3.15
593,Kodinar,100,IN,1574159137,25,20.79,70.7,89.64,2.93
594,Oia,90,ES,1574159137,93,42.0,-8.88,57.0,8.05
595,Benjamin Constant,75,BR,1574159137,100,-4.38,-70.03,77.0,3.36
596,Careiro da Varzea,75,BR,1574159137,94,-3.2,-59.81,78.8,2.24
597,Coaraci,40,BR,1574159053,94,-14.64,-39.55,75.2,3.36
598,Ajdabiya,0,LY,1574159137,36,30.75,20.22,72.77,15.39
599,Bernalda,75,IT,1574159137,82,40.41,16.69,66.0,2.24
600,Niquelandia,91,BR,1574159137,91,-14.47,-48.46,68.04,2.01
601,Ottawa,90,CA,1574158954,79,45.42,-75.69,28.0,2.98
602,Puerto Colombia,20,CO,1574159137,88,10.99,-74.96,78.8,5.82
603,Taltal,2,CL,1574159138,92,-25.41,-70.49,53.94,4.83
604,Mayahi,0,NE,1574159138,15,13.95,7.67,92.14,10.25
605,Tessalit,99,ML,1574159138,17,20.2,1.01,69.4,9.64
606,Mlimba,100,TZ,1574159138,33,-8.78,35.81,97.88,4.07
607,Apac,1,UG,1574159138,61,1.98,32.53,83.07,2.1
608,Dwarka,0,IN,1574159138,44,28.58,77.04,78.8,6.93
609,Mauguio,100,FR,1574159138,62,43.62,4.01,52.0,2.24
610,Marondera,75,ZW,1574159138,45,-18.19,31.55,84.2,11.41
611,Grand Gaube,40,MU,1574159138,70,-20.01,57.66,84.2,8.05
612,Angoche,100,MZ,1574159138,52,-16.23,39.91,92.23,7.85
613,Mecca,0,SA,1574159138,45,21.43,39.83,82.69,5.37
614,Summerville,1,US,1574159138,93,33.02,-80.17,52.0,3.36
615,Trairi,76,BR,1574159138,84,-3.28,-39.27,75.54,7.72
616,Trelew,28,AR,1574158898,38,-43.25,-65.31,58.68,9.22
617,Manakara,23,MG,1574159138,60,-22.14,48.01,87.1,7.94
618,Male,100,UA,1574159138,84,50.74,33.7,38.57,6.13
619,Akonolinga,92,CM,1574159138,57,3.77,12.24,81.93,2.57
620,Chadiza,56,ZM,1574159138,31,-14.06,32.43,91.94,7.99
621,Conde,7,BR,1574159072,72,-11.81,-37.61,78.91,13.76
622,Umtata,75,ZA,1574159138,63,-31.59,28.78,64.4,4.7
623,Manta,0,RO,1574159138,64,45.1,24.1,55.67,1.54
624,Korem,29,ET,1574159139,60,12.51,39.52,65.98,7.58
625,Calbuco,100,CL,1574159139,100,-41.77,-73.13,50.0,9.17
626,Kinkala,40,CG,1574159139,78,-4.35,14.75,82.4,2.24
627,Rambha,0,IN,1574159139,50,19.52,85.09,83.8,8.32
628,Huntington,90,US,1574159139,86,40.87,-73.43,44.01,3.36
629,Kattivakkam,75,IN,1574159139,88,13.22,80.32,84.0,2.24
630,Mumford,11,GH,1574159139,75,5.26,-0.76,83.21,3.22
631,Minas Novas,59,BR,1574159139,95,-17.22,-42.59,68.13,1.72
632,Ushtobe,95,KZ,1574159139,35,45.25,77.98,53.2,11.56
633,Mitsamiouli,20,KM,1574159139,49,-11.38,43.28,93.2,14.99
634,Robertsport,100,LR,1574159139,77,6.75,-11.37,81.86,5.21
635,Caraballeda,40,VE,1574159139,83,10.61,-66.85,78.8,1.92
636,Lichtenburg,57,ZA,1574159139,51,-26.15,26.16,77.76,17.02
637,Goya,100,AR,1574159139,78,-29.14,-59.27,68.14,5.86
638,Clemson,90,US,1574159139,100,34.69,-82.84,48.2,2.71
639,Srivardhan,66,IN,1574159139,49,18.03,73.02,88.18,4.16
640,Esperanza,100,AR,1574159139,84,-31.45,-60.93,72.0,1.99
641,Saint Simons,1,US,1574159140,76,31.14,-81.39,51.8,4.7
642,Requena,0,ES,1574159140,55,39.49,-1.1,53.6,5.82
643,Masuguru,100,MZ,1574159140,28,-11.38,38.46,99.34,5.97
644,Charlestown,90,US,1574159140,86,41.38,-71.64,42.8,3.36
645,Gulbarga,0,IN,1574159140,48,17.33,76.83,84.13,4.27
646,Amapa,40,HN,1574159140,94,15.09,-87.97,68.0,2.24
647,Shache,0,CN,1574159140,15,38.42,77.24,55.33,6.38
648,Jumla,0,NP,1574159140,12,29.28,82.18,59.23,6.53
649,Tchollire,63,CM,1574159140,25,8.4,14.17,95.95,1.77
650,Magole,75,TZ,1574159030,66,-6.37,37.37,84.2,11.41
651,Iracoubo,32,GF,1574159140,80,5.48,-53.21,82.13,16.71
652,Gasa,82,BT,1574159140,76,27.91,89.73,30.22,9.1
653,Mongo,100,CD,1574159140,76,-5.62,14.6,81.93,2.59
654,Oussouye,65,SN,1574159140,51,12.49,-16.54,84.2,9.17
655,Najran,40,SA,1574159140,19,17.54,44.22,91.4,9.73
656,Alcudia,17,ES,1574159140,71,39.85,3.12,55.99,3.36
657,Baranain,20,ES,1574159141,81,42.81,-1.68,50.0,3.36
658,Cacequi,0,BR,1574159141,80,-29.88,-54.83,62.58,5.82
659,Reconquista,100,AR,1574159141,78,-29.14,-59.64,68.14,5.86
660,Tabuk,100,PH,1574159141,92,17.41,121.44,74.03,4.34
661,San Juan,49,AR,1574159141,48,-31.54,-68.53,71.69,9.1
662,Monrovia,100,LR,1574159141,81,6.33,-10.8,80.8,3.58
663,Terre Haute,1,US,1574159141,79,39.47,-87.41,36.0,3.36
664,Bonthe,16,SL,1574159141,74,7.53,-12.5,82.33,3.56
665,Tunceli,0,TR,1574159141,35,39.11,39.55,57.2,3.36
666,Ouadda,0,CF,1574159141,23,8.07,22.4,88.32,7.58
667,Aljezur,100,PT,1574159141,65,37.31,-8.8,57.99,8.01
668,Baikunthpur,0,IN,1574159141,32,23.26,82.56,78.93,4.21
